defPath	resolver	raw	cdnKey	status
apps/shared/tcg-core/cards/definitions/architect/s1_pack_pet_data_serpent_2.ts	assetUrl	art/cards/s1_pack_pet_data_serpent_2.webp	art/cards/s1_pack_pet_data_serpent_2.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_pet_data_serpent_3.ts	assetUrl	art/cards/s1_pack_pet_data_serpent_3.webp	art/cards/s1_pack_pet_data_serpent_3.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_pet_gilt_beetle_1.ts	assetUrl	art/cards/s1_pack_pet_gilt_beetle_1.webp	art/cards/s1_pack_pet_gilt_beetle_1.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_pet_gilt_beetle_2.ts	assetUrl	art/cards/s1_pack_pet_gilt_beetle_2.webp	art/cards/s1_pack_pet_gilt_beetle_2.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_pet_gilt_beetle_3.ts	assetUrl	art/cards/s1_pack_pet_gilt_beetle_3.webp	art/cards/s1_pack_pet_gilt_beetle_3.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_pack_seed_chess.ts	assetUrl	art/cards/s1_pack_seed_chess.webp	art/cards/s1_pack_seed_chess.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_reward_boss_architect.ts	assetUrl	art/cards/s1_reward_boss_architect.webp	art/cards/s1_reward_boss_architect.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_reward_boss_collector.ts	assetUrl	art/cards/s1_reward_boss_collector.webp	art/cards/s1_reward_boss_collector.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_reward_casino_pazaak.ts	assetUrl	art/cards/s1_reward_casino_pazaak.webp	art/cards/s1_reward_casino_pazaak.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_reward_chess_tourney.ts	assetUrl	art/cards/s1_reward_chess_tourney.webp	art/cards/s1_reward_chess_tourney.webp	OK_inventory
apps/shared/tcg-core/cards/definitions/architect/s1_reward_chess_win.ts	assetUrl	art/cards/s1_reward_chess_win.webp	art/cards/s1_reward_chess_win.webp	OK_inventory
